GeneA,GeneB
SEMA4F,HLA-DRB1
MGAT1,CCL3
DGKG,GNA15
MANEAL,CCL3
CHRNA7,APOE
SIX2,MARK2
CCL3,FKRP
H2AC21,TECTB
GNA15,PRKCH
GDI1,INTS13
DBT,ACAD8
PREX1,PDIA4
MAOB,ADGRE5
HOXC9,IDE
DUSP15,USP47
USP47,EFHD2
DERL2,GPR173
IDE,GPAM
DIMT1,USP42
GPC3,NDST2
GPC3,APOA4
TOR1AIP2,ABHD17B
MAPRE2,LGI1
FAM189B,KCNMB3
C1orf189,DDX46
ABCB8,B3GAT3
ADPGK,DLK1
NLRX1,DLK1
GJB5,SCGB2A1
BOD1L1,NSD3
MAN2B2,FKBP7
TPCN2,USP32
EFNA2,FKBP7
EFNA2,GXYLT1
DECR1,LCOR
PRAF2,DLK1
PRAF2,SCGB2A1
WDHD1,IMP3
TSPYL2,ZNF835
CLN6,TM9SF3
CLEC4A,RPS6KA4
GXYLT1,ADPGK
CMKLR1,TFB2M
CMKLR1,TM9SF3
SNF8,CHMP7
CHAT,CHMP7
ARFGEF1,CD244
NAAA,MAN2A1
FAM210A,NAAA
LRP6,ZNRF3
LRP6,PARP16
NRG1,RNF130
EPHA1,SHB
EPHA1,ASH1L
FKBP3,NME2
ZCCHC12,ATP6V0C
TMEM139,ATP6V0C
CMA1,LRP6
HRAS,RAB6A
LIPT1,SETDB1
NCOA3,RAB28
DPF2,PAPOLG
TRMT61B,TRMT5
SAV1,ZNF74
SLC39A8,STX4
ZBTB20,TFPT
GLCE,SDC3
MPC2,PDHX
NEMP1,ZACN
CCDC107,ATF6
FAM9C,PPP2R5E
DUSP12,CEP126
TDRKH,ZNF281
IFI30,FOSL1
MATN2,C4A
CDK20,TCP11L1
NUBP2,GALNT1
MED4,ARHGEF6
KCNN4,SGCA
BEX3,CTNNBL1
NT5C2,ARHGAP23
DBP,BTAF1
CSF2,SHC3
CSF2,IL2RB
IPPK,COLEC12
SHC3,CDCA4
TEX264,SLC35F2
ARHGDIB,SLC26A6
APBA1,KLHL24
APBA1,ARL15
GLIS3,TRIP6
AFAP1L1,TRIP6
DCP1B,GSK3B
LATS1,MYOM2
PDIA3,MATN3
MYOM1,LATS1
CDAN1,NANOG
MTMR10,SVIL
GALE,NSF
MTFR2,ALAS1
SVIL,MYH13
STX12,TMEM167B
MAP1LC3B,RB1CC1
MIF,BCAT1
MEOX1,SYT17
HLA-DQB2,PDCD1LG2
TOR1AIP1,HSPA13
ARFIP2,RND1
FGF13,ZNF184
EPHA7,OAF
PHC1,ZCCHC7
COL2A1,PRELP
COL2A1,MMP19
COL2A1,COL6A3
THEM4,FGF23
THEM4,FGF6
FERMT3,PKP4
TEX19,ZBTB10
SMIM1,SAR1A
FOXA3,FOXP3
GUCY1A1,LGALS7B
ZSCAN1,TTF2
ZSCAN1,GTF2E1
OAF,HLA-DQB2
PLPP4,SAR1A
PLPP4,PLD2
PLPP4,GJA1
CSTL1,EPHA7
MAP2K3,MICAL2
NEDD4,PPARG
LYPLA2,NUMA1
PFN1,TRIM15
RCHY1,TAOK2
CDKN2AIP,FTO
PACC1,CTXN3
KLHL38,FTO
KLHL38,POU2AF1
SSMEM1,MIP
GPD2,PACC1
ZNF524,ADNP
CMBL,PPME1
BTN2A1,TMX1
SNRNP200,MEGF10
PPIE,SNIP1
FKBP1B,ADAMTSL4
ADAMTSL4,PID1
TNS2,ZNF205
MAPRE1,CEP131
SMOC1,TNFSF8
TENM3,DNAJC3
NLRP2,RBBP6
MGAT5,DNAJC3
MGAT5,PLAUR
RPA4,CDC7
CRCP,RBMXL1
ARHGEF15,ZNF326
F7,CLOCK
COQ7,COQ8A
UPK2,RNF170
RHOJ,PARD6G
LNPEP,BTNL8
KLRD1,SLC7A3
CFC1,ADAM19
NAB2,UTP14C
LLGL2,BHLHE41
RNF149,DGAT1
GLI1,USP48
FLII,CFAP97
ZNF460,RSAD1
SLC27A1,TGS1
ARL10,PARD6B
SAMD4A,CSDE1
TMEM86A,LHFPL5
ART5,CFC1
CMTM7,BIK
CMTM7,LHFPL5
RAI1,GLI1
SLC34A2,ATP6V0A1
SLC34A2,LHFPL5
PPP1R12B,TNKS2
TSPYL6,TRAF7
TSPYL6,PDPR
IRF2BP2,CBFA2T3
GZMH,IPO13
CBFA2T3,EPM2AIP1
WNT5A,CD1A
CDCA7L,PPP1R16A
ANK2,PPP1R12B
ARFGEF2,PDE3A
ARFGEF2,GZMH
PCNA,KREMEN1
SPDYE2B,PCNA
TM4SF4,TMEM14B
SLC35E3,TMEM14B
TLE5,MKRN3
DAXX,TP63
TGFA,DCUN1D5
PPP1R7,PDRG1
SLC25A41,MICAL1
SLC25A41,BMP2K
GOLGB1,ATOH1
LAMP3,RTCA
GAA,GALNT7
DUSP10,PTK7
KDM5B,BMP2K
ACTR1B,CSPP1
RBM14-RBM4,RAB1B
PTK7,DUSP21
CPNE7,DUSP21
CPNE7,ZNF774
OR10H2,SLC12A2
ZC3H4,PEA15
CLPTM1,ENTPD2
CIB3,ZNF774
HNRNPH1,ACYP1
HNRNPH1,PPP1R3E
HNRNPH1,KLF7
HNRNPH1,CARNS1
HNRNPH1,SH3TC1
HILPDA,HNRNPH1
ASPHD1,HNRNPH1
CLDN15,HNRNPH1
TMEM167A,HNRNPH1
NOP56,PNMA3
SAMD9L,BCAR1
LRRIQ3,HNRNPU
KRBA2,BCAR1
KRBA2,HNRNPU
ADCY8,PDE8A
ADCY8,PDE2A
FMR1,CAPRIN1
MS4A4A,SLC25A11
FLRT1,DDR1
TNFRSF13B,NOM1
CYP24A1,TYROBP
FURIN,SERPINA5
GYS1,OTUD5
GLI4,ZNF445
GHITM,MTFR1L
TLX3,TLE2
SPEN,ANKRD36B
GPC4,HS6ST2
ILVBL,FBLIM1
ANKRD36B,GLIS2
LAMA4,ATF7IP
HPSE,GPC4
AP1G1,CORO7
AP1G1,BLOC1S3
SCLT1,MTAP
ATG7,UCKL1
UCKL1,CD70
GSDME,CD70
DNAH5,BICD2
BICD2,CAPN6
BICD2,BSDC1
CCT8,FAM86B2
CCDC6,CCDC102A
APBB2,WDR41
GPR35,STARD3NL
PPP4R3B,CCDC6
ALG11,SYP
HOXA5,APBB2
NUS1,KCNA2
PRSS23,NOC4L
CHDH,MRPS24
HGFAC,RAE1
NUDT14,ZCCHC10
ZCCHC10,SENP7
EGLN3,FOXJ2
TMEM19,REEP4
PAFAH1B2,PINX1
H2AC7,HTR7
OR6T1,REEP4
KLK10,L2HGDH
STAMBP,CDKL3
MCM7,ORC2
SDR16C5,GOT1
DSG3,GOT1
RNF187,WDR83
CCL26,TBL1XR1
UBE2D4,RNF43
GOT1,TNFAIP2
GOT1,AKR1B10
ADRA1A,GDE1
RNPS1,NKAPD1
ACTB,SLC6A2
NRF1,TRAF2
BAMBI,TGFBR2
TGFBR2,FAM104A
KIF1B,SHOX2
KIF1B,AQP8
MYO7A,PRKAR1A
ZNF431,SMN1
SPIN3,GRK5
LRRC61,KLF11
TTC23L,KLF11
FBXO25,SCRN1
ABCA3,HTR2B
AZI2,NAA10
RORC,TRAF5
KRTAP5-3,KRTAP4-2
SH3RF3,KCTD3
TMOD2,MALL
PPP2R3B,NAA10
COX8A,UQCRB
WDR45,HDAC11
XPA,ZNF518A
KCTD3,PANK2
TAF7,TAF13
CERK,TAF13
CERK,SMPD2
TMEM201,APBA3
DHRS4,COX6A1
SCAMP2,PIGR
VPS33A,MTMR7
BEND3,CERK
MRS2,LHX4
TAFA3,ISCA1
DNMBP,WASF1
DUSP3,BNIP3L
BAZ1A,SATB1
POU3F2,TFCP2
PPRC1,SRSF7
ELF4,PML
IRAK1BP1,TFCP2
PML,DPH7
RPA3,XPC
FOXK2,RBBP7
MORC2,B2M
TUBB4A,CEP250
NOMO3,SFTPC
FOXD4L1,PNMA1
CILP2,SFTPC
HRAS,CRACDL
WTIP,SCRIB
SCRIB,MST1
WWP2,POLR2C
KCNJ6,CACNB3
TMED2,SEC24D
TMED2,CYBA
PAEP,MGME1
HGF,KBTBD6
GNG3,KCNJ6
AMPD2,EIF1AD
CST1,PACSIN1
HDAC6,TUBB
ASB3,RBX1
CDC40,SNRPB
MIF,VHL
MTMR9,AATK
QRSL1,DOK4
NKTR,SRGAP1
HLA-DOB,CD63
MILR1,QRSL1
CLDN19,CD53
MAGEB10,SUOX
VPS26B,CHD9
VPS26B,FEM1A
RBM6,FEM1A
LECT2,MET
GSTM4,RIF1
ODF4,ACTBL2
DEFB127,ACTBL2
ZNF428,ACTBL2
ACTBL2,PPIAL4G
RANBP9,TCEAL9
AGBL4,HELZ
WDR90,HELZ
L3HYPDH,HELZ
ITPR3,NPPB
MPRIP,TMSB4Y
MPRIP,ITGA9
MPRIP,APEH
FAM217B,COIL
NSMAF,SELENBP1
GDF5,SELENBP1
RFX1,C10orf88
EPN3,C10orf88
IER3IP1,ERMP1
OAS3,NOP16
HSF4,PITX1
TRIM43,LARS2
CEBPE,SIPA1L1
SELENBP1,ORMDL3
SP110,OAS3
GP9,ADGRG1
LARS2,ACSM5
EPB41L2,NSMAF
EPB41L2,GJB7
SYT6,AEN
FGF16,MFHAS1
TRAK2,KLC4
SLC25A19,SPACA1
LEPR,PTPRC
FBXL4,TGM3
COG2,ALOX5
KPTN,KLC4
CAMKK2,ALOX5
ATP9A,KLHL42
ATP9A,B4GAT1
DNAJC5,SNAP91
NPRL2,KPTN
ARG1,NPPA
KIR2DL4,RNF216
SLC7A14,GPR89A
SDR9C7,APTX
PNPLA6,HAVCR2
CSPG5,UFL1
ST7L,RXFP1
GAP43,RABEP1
GAP43,CERS2
ELF2,BAP1
UPK3BL1,RXFP1
DENND5A,PRKCZ
HMGB1,HOXD10
NEDD4L,PRRG4
NEDD4L,CACNB1
SEC61B,SCD5
MREG,MAP1LC3A
ERBB4,TAB2
MTMR4,FIG4
PLCG2,PRKCH
GOLT1B,GPRC5A
PPP1R12A,MAGEF1
FKBP10,GGH
DDR2,GOLT1B
CD93,POTEF
LONRF2,S100A6
DGKG,TBL1X
DGKG,PLCG2
IL17F,POTEF
IL17F,TBL1X
CELA3A,POTEF
C21orf58,ASH2L
PAX7,ASH2L
PLCL2,GSN
GSN,AUNIP
GSN,LHX5
GORASP2,TAGLN
LPAR3,CLDN9
CGREF1,MYO18A
PTH2R,GRHPR
PTH2R,RNASEL
CDCA8,VSNL1
ABCC2,OPALIN
BCL7A,CD151
ITGA2B,VWF
HCFC2,UTP18
B4GALT1,ST3GAL4
FNDC3A,CD151
PREB,EVC2
MAP1S,RABEP2
ACOX1,SLC2A4
SMCP,UBL5
MAS1,INTS12
USP12,GORASP1
CCDC138,RABEP2
CTSG,PSMG3
EVC2,FNDC3A
AP3S1,FNDC3A
HNRNPCL2,GLT8D2
HNRNPCL2,INIP
DNAJC2,HNRNPCL2
ZNF320,RPL34
OCLN,RAB8B
PCYT1A,NMNAT1
SLC7A11,TMEM25
NACC2,B4GALT2
TYW3,ROCK2
RUNX2,RUNX3
LRP10,SLC20A1
CAMSAP2,INPP5E
E4F1,GZF1
CDSN,CCDC51
CDSN,DESI1
CDSN,ALDH3A1
DESI1,ABI3
ALPI,OLFM2
CTDNEP1,OLFM2
KDM2A,UBE2G2
ZNF438,DMRT3
RAPGEF4,MAGT1
CEPT1,PLA2G4A
RBM12,CYP1A1
KIFC3,CCHCR1
SRRM1,PRPF8
PRPF8,SNRPD3
CXCR3,CXCR4
ELF4,MAVS
PCP4,SERPINB3
KCND3,AUP1
FLT3,SOCS6
DCBLD2,CLEC2B
FAM114A2,CLEC2B
PEX14,AGPS
APOD,PCP4
PYCR2,KCND3
GPM6A,SYNGAP1
GJA8,TMEM243
PASK,SFRP4
PASK,FBXO10
PDZD4,TRAF3
IL15,TRAF3
COPS6,DCAF17
COPS6,SLC38A3
STUB1,HSP90AB1
MYO1A,SMARCA5
PRPS1L1,PRPS1
TPM2,STK17B
SMAD9,MTMR10
NGEF,NOL7
CCT6B,SUMF2
IFITM3,PROM1
IFITM3,TMEM72
IFITM3,RTN2
TMEM72,SLC1A1
ABCB1,CD9
NRN1,SLC1A1
KRT73,SLC1A1
CSH1,SMAD9
KLF1,ARID1A
TM9SF1,SLC1A1
TM9SF1,P2RY8
SEMA6B,IL5RA
KHDRBS2,NUSAP1
DMD,WDR54
B3GNT2,APOM
B3GNT2,OGN
B3GNT2,FKBP3
B3GNT2,MUC15
NR0B1,HNF4A
ATP6V0A2,BCAM
ATP6V0A2,SERINC2
LENG8,ZNF34
EXOC3,PPP1R12C
EXOC3,MACROD1
SLC38A10,HFE
TMED1,EXOC3
ACBD3,DNAJC6
MMP7,GID4
DIPK1A,MARCHF4
FAM133A,TPP2
FAM133A,PBK
VMA21,ADAM33
VMA21,KDSR
ELK4,H2BC13
TMPRSS11B,MSMO1
TMPRSS11B,GAS6
SIRPD,GAS6
BTN2A2,MARCHF4
ACVR1,MYADM
ZNF622,MELK
C1GALT1,CX3CL1
MIOS,NPRL3
HSD17B14,KAT14
ANK3,MAPK8IP1
C5AR2,TMEM97
C19orf38,NCAPG2
NCS1,INTS4
MAPKBP1,MYOG
GINM1,LTBP1
CLPP,GFM1
DISC1,SPTAN1
NUCKS1,TRIM24
ZNF695,TRIM24
SSX2IP,C11orf54
ZDHHC12,SPTLC2
EHMT1,HASPIN
INSRR,VRK2
SH3BP1,WBP11
TMEM42,SLC18A1
PCDHGA5,CNTNAP3
LRRN4CL,MMP14
SMYD1,RUSC1
TPP1,ASB6
CHRNA5,CNTNAP3
NXPH3,CSPG4
SLC25A15,OTC
CRNKL1,PRCC
MMP14,NID1
IVL,ZSCAN20
MED13L,PLIN1
FGF3,FGF5
NIPAL1,SLC30A5
CTAG1B,C14orf119
CSPG4,CHPF2
A2ML1,FOXD4
CDKN2D,CDC42BPA
CDKN2D,DMRTB1
RTN3,NDRG4
FMO5,SRC
FAM161A,LZTS2
HDAC6,RANBP9
D2HGDH,SPG11
SMARCD3,DPF1
GLUD1,ORM1
GPR173,GOLGA5
TFDP3,CCDC88A
POMT2,SIDT2
ZSWIM8,D2HGDH
MORN4,INO80E
UBA1,CARD14
MAEL,EIF3F
GTPBP8,CDC23
KPNA2,NUP153
PTPN1,PTPN2
ITGB3,PTPN1
LPCAT2,SLC39A10
AQP2,INSIG2
RAB3GAP1,PRTN3
DHFR2,POGLUT1
COL7A1,LAMA3
COL4A6,LAMA3
CST9L,LAMA3
FZD7,TM9SF4
CHST8,LMAN2L
ZNF770,ZNF2
NIPSNAP3A,PCCA
FYB1,PYGB
TOR1A,IQSEC1
CST6,THAP4
SNAP47,AQP2
TTYH1,MICAL2
TTYH1,CERS5
TTYH1,LRRC8C
HTR2C,CERS5
HTR2C,SLC35G2
KCNE3,C11orf68
KCNE3,MERTK
ERC2,IQCB1
EPHX4,TTYH1
WARS2,MRRF
CGN,CRTC3
SLC10A6,FA2H
SLC10A6,CCL4
CYB5R3,ORMDL2
MAEA,UCK2
STYXL1,VBP1
BOLA1,C1orf94
ARFIP1,MAGEA6
DUSP8,VBP1
CPE,GIP
MAN1B1,TPTE
CPLX1,CACNA1A
APOOL,TRAK1
PTPDC1,ARL2
NT5E,USP36
IL17B,RSL24D1
ZDHHC23,RALB
KLRK1,NRDC
CRYBB3,EIPR1
CDK8,CTDP1
CPB2,FN1
PLK1,GTF3C5
PLK1,EPS15L1
MRPL12,MRM1
HSPA1A,CDV3
ILDR1,HSPA1A
BCL2L2-PABPN1,RC3H2
PKM,PAPLN
ADCY6,PDE7B
TLCD5,RHBDD1
S1PR1,CD69
TUBGCP3,SIGLEC12
KRT40,ZNF417
EBP,CLDND2
ELL3,MED26
ABHD18,MTRF1
IP6K2,RHOU
RCN2,BAG6
PRKCD,TRAPPC13
PRKCD,PDP2
COPB1,RGS4
RAB4B,PRPF3
PRR4,MRPS5
MAP2K2,KIAA0100
GLP1R,SYNGR3
FER,KIT
SLC31A2,GLP1R
UNC5B,PPP2R1B
SLC25A48,EFEMP2
CDPF1,EFEMP2
EFEMP2,NTM
CLEC2D,C17orf75
CLEC2D,SLC22A23
ETFA,SLC25A28
UCKL1,CIAO2A
ATG2A,DNAJB1
MSL3,PAF1
PAF1,CAB39L
LIG3,OGDHL
DNAJB1,KCNC4
ERCC4,USP45
PARP2,H3C11
FLRT1,RHBDF2
AMZ1,CEP97
HIP1,NUDT1
SDC4,TGFB3
MME,TENM3
KPNA4,PHF20L1
ASPM,MAP3K6
NCR3,NLRP2
CRX,SP4
SLC38A2,TMEM63B
EXTL2,NCR3
TMOD1,LRRFIP1
PJA1,JOSD1
CARD10,JOSD1
L3MBTL1,NSMCE4A
ALPP,LCE3D
ALPP,GALNT18
SIRT4,ME2
EDA,GDPD5
TSPAN5,ALG8
MATK,PTPRD
C1orf189,PPHLN1
APOA4,LDLR
SARM1,IRAK2
ADAMTS7,LYPD4
LCE1D,PCSK5
MTHFD2,DUSP13
ATP1B1,SLC4A1
MPG,ELP2
HMOX1,HCN1
DKKL1,XPR1
TSPYL1,KIAA0232
KIDINS220,IL27RA
KIDINS220,LDLRAD4
HSPA4L,TIMP2
FLCN,RILP
FLCN,LDLRAD4
ZMYND10,TRIM5
MYH2,RAB13
CMTM8,TRAPPC2
IFI27L1,DHX16
TWF1,STYX
ATP6AP1,KIAA2013
AKR7L,ZRANB2
DTX3L,UBE2H
CTSL,HPN
USP18,CARD11
USP18,TTC1
TROAP,FNTB
HOMER1,FCHSD2
KIAA2013,ATP6V1F
KRTAP2-3,ZNF165
RPRM,UGT8
HPN,UGT8
GPI,CRNN
GABPA,SULT2B1
GABPA,GM2A
FNTB,MINK1
DNAJC13,ACP1
TLCD4,PMP22
TLCD4,DPEP1
UBR3,AKR7L
TNFSF9,CD27
SEMG1,CD27
SCYL2,SARNP
DHRS7,CHRNA9
KCNA4,ZSCAN21
PRMT2,SCARB1
ZNF707,FRAS1
LY96,TICAM2
FLT1,SCARB1
SPART,YOD1
RER1,CHRNA9
UTP15,RRP9
WDR43,RRP9
SNAPC5,HMG20B
LPCAT3,CSGALNACT1
TSPAN2,RNF19B
PRPF6,SF3A2
SERPINA9,PINK1
CISD2,TTPA
KRTAP12-3,TTPA
ZBTB48,PNRC2
LSS,MYO5C
LPP,ATP5MF
LPP,AJUBA
SLC27A1,HELZ2
TMEM86A,CISD2
IPO7,KPNB1
IFNB1,PEX19
C3orf33,PEX19
ALDH1L2,TUBGCP4
HINT3,PEX19
SLC16A10,ACTA1
TUBGCP4,CD68
THOC7,AKAP17A
ST8SIA4,RUFY1
WDR18,NOL9
NSUN4,PHKG2
GJB1,RTP2
ZFYVE27,ACACB
RABGGTB,RAP2A
WRNIP1,KDM4A
PHKG2,KIAA0408
DNAJB2,MARCHF7
GALNT2,MPPE1
ELANE,C1QA
CHRNB4,SGCB
CGRRF1,MPPE1
U2SURP,RFX5
VTI1B,SESTD1
PSG8,GFM2
RBM12B,RNF40
DUSP29,RNF40
PI4K2A,MTMR1
PI15,MTMR1
PI15,UXS1
LOXL2,PI15
C4orf3,PLEKHO1
IL12RB1,CRELD2
IL12RB1,LOXL2
IGFBP3,MTMR1
IGFBP3,MMP1
EYA4,FOXJ2
EFNB2,MTMR1
DTNA,GFI1B
COL10A1,MMP1
ZNF837,SPRED2
SLC12A7,SLC12A4
CIB2,WDR74
CIB2,RTEL1
FBXO6,COPS7B
RPN2,HACD1
GPR108,BRD2
HNRNPA1,ILF2
SMARCD1,ZNF69
CLK2,SRSF3
LIG4,ZSCAN18
STRADB,PRKAG1
SPOUT1,UTP23
IL10,LRP2
AP4E1,ARF1
EPHB6,NIF3L1
CHCHD10,MGST1
HTR3A,NLGN2
P4HA3,ACTR6
COL4A5,MMP19
COL4A5,TSPO2
COL4A5,COL6A3
SDCCAG8,GYG1
TBL3,CACNB4
TNIP3,LITAF
ICE2,SIKE1
GUCY1A1,SERPINB5
DDX11,DOCK5
CCNYL1,SERPINB5
APOC2,MAIP1
BEX3,VTA1
SH2B1,MEF2A
FAM168B,NEDD9
FNDC5,HTRA1
FCGRT,BTF3L4
EIF5A,GSC2
SLC22A9,CHPT1
AGBL4,ESPL1
ZKSCAN3,PDE4DIP
GDPD3,PDE4DIP
ASB18,BCLAF1
UHRF2,RB1
NEK6,DPH2
AGPAT1,GSTM5
TFG,MYOT
PROC,TK1
DMPK,TK1
A1BG,TK1
ZIC1,ATP23
MMP9,COL5A3
NDUFAF3,POU2AF1
CRYAA,TRIM7
CRYAA,MIP
UBE2R2,MUL1
RBM11,PRPH
MIP,ZFPL1
ICAM2,ITGB2
GML,LAMA5
SYF2,PLRG1
F9,KIAA1671
SENP5,SKAP1
CNTN1,APH1A
OSBPL1A,HLA-DMB
RASGRP1,SKAP1
AP2M1,RPS6KA1
MYC,SUPT3H
PIN1,TP73
CFAP298,PTGER4
CCZ1,TNFSF10
DUOXA2,TMEM67
KLRB1,KLHL22
SPINDOC,DOK2
ASB14,ESYT1
TRIM71,RSBN1
LRR1,BTBD1
C1QTNF1,COL6A1
DNASE1L1,CLPTM1L
ADCYAP1,PM20D2
CEACAM8,HS3ST1
B3GNT3,LRFN3
B3GNT3,MUC5AC
B3GNT3,ACAN
SNRPF,OSBPL2
TRNT1,PRKCA
OGG1,SNRPF
OGG1,PRKCA
DNPH1,PRKCA
EIF1,ANAPC4
IRF3,ZDHHC11
ITGB4,SHC1
IPO7,FAM43A
ATG4C,WASL
SMPDL3B,PRKD1
FBXO46,MAGEA11
SIX2,PRKD1
AHNAK,JADE3
AHNAK,NUDT12
TAS2R41,THUMPD1
MGST2,STX8
SCAMP5,STX8
PRSS35,MRPS10
PIP,AZI2
PTK2B,MCAM
PAM,BTNL2
ITPKB,PPP3CA
NT5C,ZNF581
GBP2,HSPE1
ZNF324,LURAP1
LARGE2,BTNL2
SGK2,WNK1
ANKRD1,ZNF446
PANX1,APOA2
JADE2,FGFR1OP2
CREM,RHOXF2
POMT1,ATP1B3
PKN2,TMUB1
PECAM1,EGFL8
APOA2,TMEM39A
APOA2,PCYOX1
TMEM87A,METRNL
SCAP,TMEM39A
DCAKD,PTPN5
TCP11L1,TBCD
MARCHF1,BMPR2
CCDC107,ATP13A1
POP4,CHMP2A
LANCL1,ARHGAP21
DCTN6,ZBTB43
ITGA7,CDHR4
CD274,COG7
SCFD1,COG7
EXT2,UGT1A7
PIAS3,BCL11A
ZDHHC18,RNF144A
ACP2,OPA3
CERT1,PTPN9
TTLL1,ANAPC1
ANKRD23,NAP1L1
LMO3,SOX10
LMO3,MEIS3
KRT8,TRAPPC11
GANAB,ACP5
ZUP1,AGTPBP1
TTC33,KRT8
AGTPBP1,HECTD1
ODR4,UFSP2
MX1,TDG
BZW2,SCN2B
FAM241A,AGPAT3
COL4A4,PDGFA
ASPSCR1,PLAA
SCN2B,PLAA
RLN1,CRLF1
GATAD1,ARID4A
AGPAT3,TSPAN8
SLC35C2,GIMAP5
SERPINA12,TSPAN8
FAM210B,TSPAN8
FAM210B,GIMAP5
NUDT3,GSDMA
ARIH1,CCNE1
GIGYF2,AGO2
ETS1,AR
SUZ12,ZNF157
HSP90AB1,BMX
UBE2C,PSMD4
FMR1,UBAP2L
BANP,MAP2K1
ZFAND5,PSMD6
NARF,PRPF4
PAXIP1,PCYT1B
H3C1,H4C1
ATP13A3,RFT1
LEF1,TLE2
KIFBP,BAIAP2L1
KIFBP,KIFC1
SERPINA3,DNAJC1
ARL6IP5,SHTN1
PIGO,PIGS
TUFT1,VPS51
SCYL1,CHD1L
MUCL1,GALNT12
ACAA2,DARS2
SHMT2,FASTKD3
CDX2,GCG
ARL14EP,FAF2
INPP5K,SYNJ2
H2BC18,H2AZ2
TMEM184A,AGPAT5
MTPN,CMAS
TSPAN3,GPRC5D
TEC,ADAM15
FAM8A1,B4GALT3
CPA4,RIPPLY3
TSPYL6,ZMYM3
TSPYL6,WDR20
GBA,AGK
GBA,HCCS
EVPL,RIPPLY3
TADA1,HCCS
GALNT6,B4GALT3
GALNT6,SLC9A1
FERMT2,WDR20
AKT2,PRKDC
H1-1,CDADC1
GBP6,H1-1
ZNF417,KRTAP10-8
ZNF268,KRT40
RPL31,ZFX
KRT40,ZNF26
CWC25,GIGYF1
SLC22A4,DHRS3
FGFR1,GAB1
HDGF,H3C8
ATXN2L,FUS
SOD1,KIAA1109
SHD,NCK2
ENKUR,SOD1
EIF1,EIF3A
TSPAN7,CCR2
TIMM22,TOMM22
SH3GLB1,TIGAR
FOXK2,PHF23
RAB27B,GNG8
MYH7B,COPS7B
MPO,GNG8
IGSF3,KTN1
HK3,GNG8
MBOAT1,TNPO1
DCAF4L2,COPS7B
ADD2,DPPA4
ADD2,NUFIP1
CST8,BMP4
MRPS16,ZP3
ZBTB38,NEMF
CYC1,PDCD2
KASH5,VAMP1
PLEKHH3,ACVR2B
LAIR2,PLOD3
CHSY3,ISLR
SLC27A6,ISLR
IL36RN,C18orf21
RNF32,NOS3
ATF6B,GPIHBP1
NACC2,PPARD
COL17A1,PLOD3
COL9A3,PLOD3
ISLR,TTC13
GPIHBP1,TTC13
NIPBL,NFIL3
LRRC15,SLC27A6
SLC6A15,PPM1H
AHSG,PHF11
SPPL3,SLC1A5
CISH,GH1
PPM1H,STX16
LAMB2,MANEA
LAMB2,LAMC2
IGFBP5,ASGR1
COL4A2,LAMC2
TACC3,PCDH7
PUS7,SUV39H2
GALNT7,ANTXR1
IGFL3,HYAL2
GJB2,ANTXR1
SLC29A1,SLC22A2
DUSP7,CPVL
CLPTM1,SLC22A2
CIB3,RLIM
RUNDC3A,POLR1E
YBEY,PUS1
QPRT,ZMYM6
ATP13A2,TMED7
FBN2,IGFL3
CTDSPL,SLC29A1
OBSL1,MACF1
IL25,NIPSNAP1
DEFB136,SNX1
ZBTB26,HMBOX1
APOM,SEC11C
MPP2,NGB
ME1,NFYA
VWA5A,BBS1
H2AC1,NGB
ZNF865,MRFAP1L1
CNTROB,CENPX
SNRNP27,FKBP3
NSA2,CAMKK1
NUP43,RANBP2
G3BP1,YTHDF3
LRATD2,FGFR4
CPNE4,GTF3C3
TMC6,JPH3
RAI2,GTF3C3
JPH3,ZNF436
MDH2,NDUFA5
NUP214,HDAC4
NDUFS7,MTIF2
BATF,JUN
ZC3H18,PPHLN1
TNFSF11,MED24
WDR81,INF2
VCL,TEKT1
SREBF2,SLC4A8
SAP18,ARMT1
SAP18,HPS5
TRIM28,ZNF585B
TRIM28,ZNF30
TRIM28,ZNF304
TRIM28,ZNF823
TRIM28,ZNF713
TRIM28,ZNF81
TRIM28,ZNF595
TRIM28,ZNF738
TRIM28,ZNF354B
MEOX2,DNAJC22
MEOX2,NAA60
MEOX2,LY6G6D
RAB41,MEOX2
CSDC2,MEOX2
TBCEL,MEOX2
DYNLT5,MEOX2
RBPJL,MEOX2
EPAS1,EPO
TAF7L,TAF10
PTCD1,YBX1
SCGB2A2,SMPD1
CCNB1IP1,CALML3
CRACD,CALML3
MAN2A1,SCGB2A2
SS18L2,SMARCD2
MEF2D,WRAP53
MCTS1,SLC35B2
DUSP28,ARF5
GPC5,SLC35B2
GLYCTK,KRT13
PLBD1,ESRP2
SULT1C4,ESRP2
KLK5,CLSTN3
KLK5,NARS2
KLK5,HDHD5
KLK5,DHRS7B
ERP44,PXDN
DHCR24,ERAP1
TRPV1,CALM1
MYO3A,CALM1
SRRM2,RBM39
JPT1,SFPQ
WDR7,SFPQ
FEZF1,NEURL4
NUDT14,TERF2IP
AKR1A1,TERF2IP
ADA,TERF2IP
LMO1,LMX1B
ZFPM2,MTA3
RAB14,TMEM159
TMED10,TMED1
H2AC18,AIM2
MYL4,TNNT1
MYCL,ING3
BAZ2A,DCD
SPRY4,PIP4K2B
IFT122,FAM167A
ABHD10,UBE2B
PGAM2,FAM167A
MTCL1,PPP2R5A
